match_id,first_bat_team,second_bat_team,url,first_bat_team_players,second_bat_team_players
T20I # 2197,Guernsey,Germany,/series/germany-in-netherlands-2023-1381441/germany-vs-guernsey-3rd-t20i-1387245/full-scorecard,"['Josh Butler', 'GH Smit', 'Matthew Stokes', 'Tom Nightingale', 'Adam Martel', 'Luke Thomas Bichard', 'Alex Bushell', 'Ben Ferbrache', 'David Hooper', 'Dane Mullen', 'Oliver Nightingale']","['Venkatraman Ganesan', 'Shahid Afridi', 'Talha Khan', 'Faisal Mubashir', 'Hamid Wardak', 'Sachin Mandy', 'Fayaz Khan', 'Muslim Yar', 'Zahid Zadran', 'Ghulam Ahmadi', 'Elam Bharathi']"
T20I # 2196,Germany,Guernsey,/series/germany-in-netherlands-2023-1381441/germany-vs-guernsey-2nd-t20i-1387244/full-scorecard,"['Venkatraman Ganesan', 'Shahid Afridi', 'Talha Khan', 'Harmanjot Singh', 'Faisal Mubashir', 'Sahir Naqash', 'Fayaz Khan', 'Muslim Yar', 'Elam Bharathi', 'Sachin Mandy', 'Ghulam Ahmadi']","['GH Smit', 'Josh Butler', 'Tom Nightingale', 'Matthew Stokes', 'Oliver Nightingale', 'Ben Ferbrache', 'Adam Martel', 'Luke Thomas Bichard', 'David Hooper', 'Alex Bushell', 'Dane Mullen']"
T20I # 2195,Guernsey,Germany,/series/germany-in-netherlands-2023-1381441/germany-vs-guernsey-1st-t20i-1387243/full-scorecard,"['GH Smit', 'Josh Butler', 'Tom Nightingale', 'Matthew Stokes', 'Oliver Nightingale', 'Ben Ferbrache', 'Alex Bushell', 'Adam Martel', 'David Hooper', 'Dane Mullen', 'Luke Thomas Bichard']","['Venkatraman Ganesan', 'Shahid Afridi', 'Talha Khan', 'Ghulam Ahmadi', 'Muslim Yar', 'Elam Bharathi', 'Faisal Mubashir', 'Sachin Mandy', 'Sahir Naqash', 'Harmanjot Singh', 'Fayaz Khan']"
T20I # 2194,India,West Indies,/series/india-in-west-indies-2023-1381201/india-vs-west-indies-5th-t20i-1381221/full-scorecard,"['Yashasvi Jaiswal', 'Shubman Gill', 'Suryakumar Yadav', 'Tilak Varma', 'Sanju Samson', 'Hardik Pandya', 'Axar Patel', 'Arshdeep Singh', 'Kuldeep Yadav', 'Yuzvendra Chahal', 'Mukesh Kumar']","['Brandon King', 'Kyle Mayers', 'Nicholas Pooran', 'Shai Hope', 'Rovman Powell', 'Shimron Hetmyer', 'Roston Chase', 'Romario Shepherd', 'Jason Holder', 'Akeal Hosein', 'Alzarri Joseph']"
T20I # 2193,West Indies,India,/series/india-in-west-indies-2023-1381201/india-vs-west-indies-4th-t20i-1381220/full-scorecard,"['Kyle Mayers', 'Brandon King', 'Shai Hope', 'Nicholas Pooran', 'Rovman Powell', 'Shimron Hetmyer', 'Romario Shepherd', 'Jason Holder', 'Odean Smith', 'Akeal Hosein', 'Obed McCoy']","['Yashasvi Jaiswal', 'Shubman Gill', 'Tilak Varma', 'Suryakumar Yadav', 'Hardik Pandya', 'Sanju Samson', 'Axar Patel', 'Kuldeep Yadav', 'Yuzvendra Chahal', 'Arshdeep Singh', 'Mukesh Kumar']"
T20I # 2192,West Indies,India,/series/india-in-west-indies-2023-1381201/west-indies-vs-india-3rd-t20i-1381219/full-scorecard,"['Brandon King', 'Kyle Mayers', 'Johnson Charles', 'Nicholas Pooran', 'Rovman Powell', 'Shimron Hetmyer', 'Romario Shepherd', 'Roston Chase', 'Akeal Hosein', 'Alzarri Joseph', 'Obed McCoy']","['Yashasvi Jaiswal', 'Shubman Gill', 'Suryakumar Yadav', 'Tilak Varma', 'Hardik Pandya', 'Sanju Samson', 'Axar Patel', 'Kuldeep Yadav', 'Yuzvendra Chahal', 'Arshdeep Singh', 'Mukesh Kumar']"
T20I # 2191,India,West Indies,/series/india-in-west-indies-2023-1381201/west-indies-vs-india-2nd-t20i-1381218/full-scorecard,"['Ishan Kishan', 'Shubman Gill', 'Suryakumar Yadav', 'Tilak Varma', 'Sanju Samson', 'Hardik Pandya', 'Axar Patel', 'Ravi Bishnoi', 'Arshdeep Singh', 'Yuzvendra Chahal', 'Mukesh Kumar']","['Brandon King', 'Kyle Mayers', 'Johnson Charles', 'Nicholas Pooran', 'Rovman Powell', 'Shimron Hetmyer', 'Romario Shepherd', 'Jason Holder', 'Akeal Hosein', 'Alzarri Joseph', 'Obed McCoy']"
T20I # 2190,Croatia,Hungary,/series/croatia-tour-of-hungary-2023-1390165/hungary-vs-croatia-3rd-match-1390169/full-scorecard,"['Wasal Bitis', 'Aman Maheshwari', 'Naseem Khan', 'Sohail Ahmad', 'Vedran Zanko', 'Vasu Pulibanti', 'Christopher Osborne', 'Alen Magdalenic', 'Ivan Splicevic', 'Ivan Matic', 'Pero Bosnjak']","['Zeeshan Kukikhel', 'Ali Yalmaz', 'Abishek Kheterpal', 'Sheikh Rasik', 'Yadwinder Singh', 'Abhijeet Ahuja', 'Abbas Ghani', 'Abhishek Ahuja', 'Abhitesh Prashar', 'Zahir Mohammed', 'Vinoth Ravindran']"
T20I # 2189,Hungary,Croatia,/series/croatia-tour-of-hungary-2023-1390165/hungary-vs-croatia-1st-match-1390167/full-scorecard,"['Abhijeet Ahuja', 'Vinoth Ravindran', 'Sheikh Rasik', 'Abhishek Ahuja', 'Ali Yalmaz', 'Abbas Ghani', 'Zahir Mohammed', 'Abhitesh Prashar', 'Abishek Kheterpal', 'Sandeep Mohandas', 'Bhavani Adapaka']","['Wasal Bitis', 'Aman Maheshwari', 'Naseem Khan', 'Sohail Ahmad', 'Pero Bosnjak', 'Vasu Pulibanti', 'Vedran Zanko', 'Christopher Osborne', 'Alen Magdalenic', 'Ivan Splicevic', 'Ivan Matic']"
T20I # 2188,West Indies,India,/series/india-in-west-indies-2023-1381201/west-indies-vs-india-1st-t20i-1381217/full-scorecard,"['Brandon King', 'Kyle Mayers', 'Johnson Charles', 'Nicholas Pooran', 'Rovman Powell', 'Shimron Hetmyer', 'Romario Shepherd', 'Jason Holder', 'Akeal Hosein', 'Alzarri Joseph', 'Obed McCoy']","['Ishan Kishan', 'Shubman Gill', 'Suryakumar Yadav', 'Tilak Varma', 'Hardik Pandya', 'Sanju Samson', 'Axar Patel', 'Kuldeep Yadav', 'Arshdeep Singh', 'Yuzvendra Chahal', 'Mukesh Kumar']"
T20I # 2187,Thailand,Malaysia,/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/malaysia-vs-thailand-10th-match-1383110/full-scorecard,"['Sorawat Desungnoen', 'Phiriyapong Suanchuai', 'Akshaykumar Yadav', 'Jandre Coetzee', 'Narawit Nuntarach', 'Robert Raina', 'Yodsak Saranonnakkun', 'Chaloemwong\tChatphaisan', 'Nopphon Senamontree', 'Sarawut Maliwan', 'Khanitson Namchaikul']","['Syed Aziz', 'Zubaidi Zulkifle', 'Ahmad Faiz', 'Virandeep Singh', 'Vijay Unni', 'Khizar Hayat', 'Muhammad Amir', 'Ainool Hafizs', 'Syazrul Idrus', 'Pavandeep Singh', 'Rizwan Haider']"
T20I # 2186,Myanmar,China,/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/china-vs-myanmar-9th-match-1383109/full-scorecard,"['Ko Ko Lin Thu', 'Pyae Phyo Wai', 'Khin Aye', 'Thuya Aung', 'Ye Naing Tun', 'Swann Htet Ko Ko', 'Htet Lin Aung', 'Paing Danu', 'Nyein Cham Soe', 'Htet Lin Oo', 'Myat Thu Aung']","['Wei Guo Lei', 'Zhuang Zelin', 'Xie Kunkun', 'Wang Liuyang', 'Tian Sen Qun', 'Chen Zhuo Yue', 'Wang Qi', 'Yin Chenhao', 'Ma Qiancheng', 'Luo Shilin', 'Zou Kui']"
T20I # 2185,Bhutan,Thailand,/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/bhutan-vs-thailand-8th-match-1383108/full-scorecard,"['Tenjin Rabgey', 'Suprit Pradhan', 'Namgay Thinley', 'Tashi Phuntsho', 'Kishen Ghalley', 'Gakul Ghalley', 'Sherab Loday', 'Sonam Chophel', 'Tenzin Wangchuk', 'Anand Mongar', 'Karma Dorji']","['Sorawat Desungnoen', 'Satarut Rungrueang', 'Akshaykumar Yadav', 'Narawit Nuntarach', 'Jandre Coetzee', 'Robert Raina', 'Chaloemwong\tChatphaisan', 'Phiriyapong Suanchuai', 'Sarawut Maliwan', 'Khanitson Namchaikul', 'Nopphon Senamontree']"
T20I # 2184,Malaysia,Myanmar,/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/malaysia-vs-myanmar-7th-match-1383107/full-scorecard,"['Syed Aziz', 'Zubaidi Zulkifle', 'Ahmad Faiz', 'Virandeep Singh', 'Muhammad Amir', 'Khizar Hayat', 'Ainool Hafizs', 'Syazrul Idrus', 'Vijay Unni', 'Pavandeep Singh', 'Rizwan Haider']","['Swann Htet Ko Ko', 'Htet Lin Oo', 'Ko Ko Lin Thu', 'Pyae Phyo Wai', 'Khin Aye', 'Ye Naing Tun', 'Htet Lin Aung', 'Thuya Aung', 'Paing Danu', 'Myat Thu Aung', 'Aung Ko Ko']"
T20I # 2183,Bhutan,China,/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/bhutan-vs-china-6th-match-1383106/full-scorecard,"['Tenjin Rabgey', 'Suprit Pradhan', 'Namgay Thinley', 'Gakul Ghalley', 'Tenzin Wangchuk', 'Kishen Ghalley', 'Sherab Loday', 'Tashi Phuntsho', 'Sonam Chophel', 'Karma Dorji', 'Anand Mongar']","['Wei Guo Lei', 'Wang Liuyang', 'Zhuang Zelin', 'Xie Kunkun', 'Tian Sen Qun', 'Chen Zhuo Yue', 'Wang Qi', 'Deng Jinqi', 'Zong Yuechao', 'Ma Qiancheng', 'Luo Shilin']"
T20I # 2182,Japan,P.N.G.,/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-japan-12th-match-1383100/full-scorecard,"['Kendel Kadowaki-Fleming', 'Lachlan Yamamoto-Lake', 'Declan Suzuki', 'Ibrahim Takahashi', 'Sabaorish Ravichandran', 'Reo Sakurano-Thomas', 'Wataru Miyauchi', 'Tsuyoshi Takada', 'Piyush Kumbhare', 'Kohei Kubota', 'Ryan Drake']","['Tony Ura', 'Assad Vala', 'Kiplin Doriga', 'Sese Bau', 'Lega Siaka', 'Charles Amini', 'Alei Nao', 'Hiri Hiri', 'Norman Vanua', 'Semo Kamea', 'John Kariko']"
T20I # 2181,Philippines,Vanuatu,/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/philippines-vs-vanuatu-11th-match-1383099/full-scorecard,"['Arashdeep Samra', 'Grant Russ', 'Jordan Alegre', 'Daniel Smith', 'Josef Doctora', 'Gurbhupinder Chohan', 'Amanpreet Sirah', 'Kapil Kumar', 'Huzaifa Mohammed', 'Kepler Lukies', 'Liam Myott']","['Nalin Nipiko', 'Clement Tommy', 'Andrew Mansale', 'Joshua Rasu', 'Ronald Tari', 'Junior Kaltapau', 'Womejo Wotu', 'Jamal Vira', 'Simpson Obed', 'Williamsing Nalisa', 'Darren Wotu']"
T20I # 2180,Scotland,Ireland,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/scotland-vs-ireland-21st-match-1383088/full-scorecard,"['George Munsey', 'Ollie Hairs', 'Brandon McMullen', 'Richie Berrington', 'Matthew Cross', 'Michael Leask', 'Chris Greaves', 'Mark Watt', 'Safyaan Sharif', 'Gavin Main', 'Bradley Currie']","['Andy Balbirnie', 'Paul Stirling', 'Lorcan Tucker', 'Harry Tector', 'Curtis Campher', 'Neil Rock', 'George Dockrell', 'Mark Adair', 'Barry McCarthy', 'Josh Little', 'Ben White']"
T20I # 2178,Germany,Italy,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/germany-vs-italy-19th-match-1383086/full-scorecard,"['Venkatraman Ganesan', 'Joshua van Heerden', 'Matthew Montgomery', 'Harmanjot Singh', 'Dylan Blignaut', 'Sahir Naqash', 'Sachin Mandy', 'Muslim Yar', 'Dieter Klein', 'Zahid Zadran', 'Ghulam Ahmadi']","['Justin Mosca', 'Ben Manenti', 'Anthony Mosca', 'Wayne Madsen', 'Marcus Campopiano', 'Harry Manenti', 'Grant Stewart', 'Gian-Piero Meade', 'Gareth Berg', 'Jaspreet Singh', 'Stefano di Bartolomeo']"
T20I # 2179,Jersey,Denmark,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/denmark-vs-jersey-20th-match-1383087/full-scorecard,"['Josh Lawrenson', 'Nick Greenwood', 'Jonty Jenner', 'Charlie Brennan', 'Asa Tribe', 'Zak Tribe', 'Patrick Gouge', 'Julius Sumerauer', 'Charles Perchard', 'Elliot Miles', 'Rhys Palmer']","['Nicolaj Laegsgaard', 'Hamid Shah', 'Taranjit Bharaj', 'Saif Ahmad', 'Shangeev Thanikaithasan', 'Abdullah Mahmood', 'Musa Shaheen', 'Surya Anand', 'Lucky Ali', 'Eshan Karimi', 'Saud Munir']"
T20I # 2177,P.N.G.,Philippines,/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-philippines-10th-match-1383098/full-scorecard,"['Tony Ura', 'Assad Vala', 'Lega Siaka', 'Charles Amini', 'Riley Hekure', 'Hiri Hiri', 'Sese Bau', 'Hila Vare', 'Kabua Morea', 'John Kariko', 'Jack Gardner']","['Arashdeep Samra', 'Grant Russ', 'Josef Doctora', 'Hern Isorena', 'Daniel Smith', 'Kapil Kumar', 'Huzaifa Mohammed', 'Kepler Lukies', 'Francis Walsh', 'Surinder Singh', 'Liam Myott']"
T20I # 2176,Thailand,Myanmar,/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/myanmar-vs-thailand-5th-match-1383105/full-scorecard,"['Sorawat Desungnoen', 'Satarut Rungrueang', 'Akshaykumar Yadav', 'Narawit Nuntarach', 'Jandre Coetzee', 'Robert Raina', 'Chaloemwong\tChatphaisan', 'Phiriyapong Suanchuai', 'Sarawut Maliwan', 'Nopphon Senamontree', 'Khanitson Namchaikul']","['Ko Ko Lin Thu', 'Khin Aye', 'Swann Htet Ko Ko', 'Htet Lin Aung', 'Pyae Phyo Wai', 'Ye Naing Tun', 'Htet Lin Oo', 'Thuya Aung', 'Paing Danu', 'Nyein Cham Soe', 'Aung Ko Ko']"
T20I # 2175,Japan,Vanuatu,/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/japan-vs-vanuatu-9th-match-1383097/full-scorecard,"['Lachlan Yamamoto-Lake', 'Kendel Kadowaki-Fleming', 'Ibrahim Takahashi', 'Sabaorish Ravichandran', 'Declan Suzuki', 'Tsuyoshi Takada', 'Reo Sakurano-Thomas', 'Wataru Miyauchi', 'Makoto Taniyama', 'Piyush Kumbhare', 'Kohei Kubota']","['Jarryd Allan', 'Clement Tommy', 'Nalin Nipiko', 'Andrew Mansale', 'Ronald Tari', 'Joshua Rasu', 'Apolinaire Stephen', 'Simpson Obed', 'Junior Kaltapau', 'Williamsing Nalisa', 'Darren Wotu']"
T20I # 2174,Scotland,Denmark,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/scotland-vs-denmark-16th-match-1383083/full-scorecard,"['George Munsey', 'Ollie Hairs', 'Brandon McMullen', 'Richie Berrington', 'Tomas Mackintosh', 'Michael Leask', 'Chris Greaves', 'Mark Watt', 'Safyaan Sharif', 'Gavin Main', 'Bradley Currie']","['Nicolaj Laegsgaard', 'Hamid Shah', 'Taranjit Bharaj', 'Saif Ahmad', 'Shangeev Thanikaithasan', 'Musa Shaheen', 'Surya Anand', 'Abdul Hashmi', 'Lucky Ali', 'Saud Munir', 'Abdullah Mahmood']"
T20I # 2173,Malaysia,Bhutan,/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/malaysia-vs-bhutan-4th-match-1383104/full-scorecard,"['Syed Aziz', 'Muhammad Amir', 'Zubaidi Zulkifle', 'Virandeep Singh', 'Sharveen Surendran', 'Khizar Hayat', 'Vijay Unni', 'Syazrul Idrus', 'Rizwan Haider', 'Ahmad Faiz', 'Pavandeep Singh']","['Tenjin Rabgey', 'Suprit Pradhan', 'Namgay Thinley', 'Sherab Loday', 'Gakul Ghalley', 'Kishen Ghalley', 'Tenzin Wangchuk', 'Sonam Chophel', 'Sonam Yeshey', 'Tashi Phuntsho', 'Karma Dorji']"
T20I # 2172,China,Thailand,/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/china-vs-thailand-3rd-match-1383103/full-scorecard,"['Wei Guo Lei', 'Wang Liuyang', 'Zhuang Zelin', 'Xie Kunkun', 'Yin Chenhao', 'Tian Sen Qun', 'Chen Zhuo Yue', 'Wang Qi', 'Zhao Tianle', 'Ma Qiancheng', 'Luo Shilin']","['Sorawat Desungnoen', 'Satarut Rungrueang', 'Akshaykumar Yadav', 'Narawit Nuntarach', 'Jandre Coetzee', 'Robert Raina', 'Sarawut Maliwan', 'Nopphon Senamontree', 'Khanitson Namchaikul', 'Phiriyapong Suanchuai', 'Chaloemwong\tChatphaisan']"
T20I # 2171,Bhutan,Myanmar,/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/bhutan-vs-myanmar-2nd-match-1383102/full-scorecard,"['Tenjin Rabgey', 'Suprit Pradhan', 'Namgay Thinley', 'Tashi Phuntsho', 'Kishen Ghalley', 'Gakul Ghalley', 'Sherab Loday', 'Tenzin Wangchuk', 'Sonam Chophel', 'Sonam Yeshey', 'Karma Dorji']","['Ko Ko Lin Thu', 'Paing Danu', 'Khin Aye', 'Pyae Phyo Wai', 'Htet Lin Aung', 'Swann Htet Ko Ko', 'Thuya Aung', 'Ye Naing Tun', 'Nay Lin Htun', 'Htet Lin Oo', 'Aung Ko Ko']"
T20I # 2170,Japan,Philippines,/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/japan-vs-philippines-8th-match-1383096/full-scorecard,"['Shirai-Patmore', 'Lachlan Yamamoto-Lake', 'Kendel Kadowaki-Fleming', 'Ibrahim Takahashi', 'Sabaorish Ravichandran', 'Declan Suzuki', 'Reo Sakurano-Thomas', 'Wataru Miyauchi', 'Mian Siddique', 'Piyush Kumbhare', 'Ryan Drake']","['Arashdeep Samra', 'Grant Russ', 'Josef Doctora', 'Daniel Smith', 'Miggy Podosky', 'Gurbhupinder Chohan', 'Kepler Lukies', 'Huzaifa Mohammed', 'Hern Isorena', 'Amanpreet Sirah', 'Liam Myott']"
T20I # 2169,China,Malaysia,/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/malaysia-vs-china-1st-match-1383101/full-scorecard,"['Wei Guo Lei', 'Wang Liuyang', 'Zhuang Zelin', 'Tian Sen Qun', 'Chen Zhuo Yue', 'Wang Qi', 'Xie Kunkun', 'Yin Chenhao', 'Ma Qiancheng', 'Zhao Tianle', 'Luo Shilin']","['Syed Aziz', 'Muhammad Amir', 'Sharveen Surendran', 'Virandeep Singh', 'Vijay Unni', 'Syazrul Idrus', 'Pavandeep Singh', 'Zubaidi Zulkifle', 'Rizwan Haider', 'Khizar Hayat', 'Ahmad Faiz']"
T20I # 2168,P.N.G.,Vanuatu,/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-vanuatu-7th-match-1383095/full-scorecard,"['Tony Ura', 'Kiplin Doriga', 'Assad Vala', 'Lega Siaka', 'Sese Bau', 'Hiri Hiri', 'Norman Vanua', 'Charles Amini', 'John Kariko', 'Alei Nao', 'Semo Kamea']","['Nalin Nipiko', 'Clement Tommy', 'Andrew Mansale', 'Jarryd Allan', 'Joshua Rasu', 'Ronald Tari', 'Patrick Matautaava', 'Jamal Vira', 'Simpson Obed', 'Williamsing Nalisa', 'Darren Wotu']"
T20I # 2167,Jersey,Germany,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/germany-vs-jersey-15th-match-1383082/full-scorecard,"['Harrison Carlyon', 'Nick Greenwood', 'Jonty Jenner', 'Charlie Brennan', 'Asa Tribe', 'Benjamin Ward', 'Julius Sumerauer', 'Josh Lawrenson', 'Dominic Blampied', 'Charles Perchard', 'Elliot Miles']","['Michael Richardson', 'Joshua van Heerden', 'Muslim Yar', 'Sahir Naqash', 'Faisal Mubashir', 'Harmanjot Singh', 'Dylan Blignaut', 'Dieter Klein', 'Venkatraman Ganesan', 'Ghulam Ahmadi', 'Elam Bharathi']"
T20I # 2165,Italy,Denmark,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/denmark-vs-italy-13th-match-1383080/full-scorecard,"['Ben Manenti', 'Marcus Campopiano', 'Wayne Madsen', 'Anthony Mosca', 'Harry Manenti', 'Grant Stewart', 'Jaspreet Singh', 'Gian-Piero Meade', 'Gareth Berg', 'Manpreet Singh', 'Stefano di Bartolomeo']","['Nicolaj Laegsgaard', 'Taranjit Bharaj', 'Abdul Hashmi', 'Saif Ahmad', 'Shangeev Thanikaithasan', 'Lucky Ali', 'Saran Aslam', 'Surya Anand', 'Saud Munir', 'Abdullah Mahmood', 'Eshan Karimi']"
T20I # 2166,Scotland,Austria,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/scotland-vs-austria-14th-match-1383081/full-scorecard,"['George Munsey', 'Ollie Hairs', 'Brandon McMullen', 'Richie Berrington', 'Tomas Mackintosh', 'Michael Leask', 'Chris Greaves', 'Mark Watt', 'Safyaan Sharif', 'Gavin Main', 'Bradley Currie']","['Navin Wijesekera', 'Iqbal Hossain', 'Razmal Shigiwal', 'Armaan Randhawa', 'Shahil Momin', 'Mehar Cheema', 'Umair Tariq', 'Jaweed Sadran', 'Abdullah Akbarjan', 'Sahel Zadran', 'Amit\tNathwani']"
T20I # 2164,Japan,P.N.G.,/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-japan-6th-match-1383094/full-scorecard,"['Lachlan Yamamoto-Lake', 'Shirai-Patmore', 'Kendel Kadowaki-Fleming', 'Supun Navaratne', 'Ibrahim Takahashi', 'Sabaorish Ravichandran', 'Declan Suzuki', 'Reo Sakurano-Thomas', 'Makoto Taniyama', 'Piyush Kumbhare', 'Ryan Drake']","['Tony Ura', 'Kiplin Doriga', 'Assad Vala', 'Charles Amini', 'Lega Siaka', 'Hiri Hiri', 'Sese Bau', 'Norman Vanua', 'Kabua Morea', 'John Kariko', 'Semo Kamea']"
T20I # 2163,Vanuatu,Philippines,/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/philippines-vs-vanuatu-5th-match-1383093/full-scorecard,"['Nalin Nipiko', 'Patrick Matautaava', 'Andrew Mansale', 'Jarryd Allan', 'Joshua Rasu', 'Junior Kaltapau', 'Ronald Tari', 'Jamal Vira', 'Simpson Obed', 'Williamsing Nalisa', 'Darren Wotu']","['Arashdeep Samra', 'Grant Russ', 'Jordan Alegre', 'Daniel Smith', 'Josef Doctora', 'Miggy Podosky', 'Amanpreet Sirah', 'Gurbhupinder Chohan', 'Liam Myott', 'Kepler Lukies', 'Huzaifa Mohammed']"
T20I # 2162,Jersey,Ireland,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/ireland-vs-jersey-12th-match-1383079/full-scorecard,"['Harrison Carlyon', 'Julius Sumerauer', 'Nick Greenwood', 'Jonty Jenner', 'Asa Tribe', 'Benjamin Ward', 'Josh Lawrenson', 'Zak Tribe', 'Charles Perchard', 'Rhys Palmer', 'Elliot Miles']","['Andy Balbirnie', 'Paul Stirling', 'Lorcan Tucker', 'Harry Tector', 'Curtis Campher', 'George Dockrell', 'Neil Rock', 'Mark Adair', 'Barry McCarthy', 'Josh Little', 'Ben White']"
T20I # 2160,Scotland,Italy,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/scotland-vs-italy-10th-match-1383077/full-scorecard,"['George Munsey', 'Ollie Hairs', 'Brandon McMullen', 'Michael Leask', 'Matthew Cross', 'Richie Berrington', 'Chris Greaves', 'Mark Watt', 'Safyaan Sharif', 'Gavin Main', 'Bradley Currie']","['Justin Mosca', 'Ben Manenti', 'Marcus Campopiano', 'Wayne Madsen', 'Anthony Mosca', 'Harry Manenti', 'Grant Stewart', 'Gian-Piero Meade', 'Gareth Berg', 'Jaspreet Singh', 'Crishan Kalugamage']"
T20I # 2161,Austria,Denmark,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/austria-vs-denmark-11th-match-1383078/full-scorecard,"['Navin Wijesekera', 'Iqbal Hossain', 'Razmal Shigiwal', 'Armaan Randhawa', 'Shahil Momin', 'Mehar Cheema', 'Jaweed Sadran', 'Umair Tariq', 'Abdullah Akbarjan', 'Sahel Zadran', 'Amit\tNathwani']","['Nicolaj Laegsgaard', 'Taranjit Bharaj', 'Abdul Hashmi', 'Saif Ahmad', 'Jonas Henriksen', 'Shangeev Thanikaithasan', 'Surya Anand', 'Saud Munir', 'Saran Aslam', 'Abdullah Mahmood', 'Lucky Ali']"
T20I # 2159,Denmark,Germany,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/denmark-vs-germany-9th-match-1383076/full-scorecard,"['Nicolaj Laegsgaard', 'Taranjit Bharaj', 'Abdul Hashmi', 'Saif Ahmad', 'Oliver Hald', 'Shangeev Thanikaithasan', 'Saran Aslam', 'Jonas Henriksen', 'Lucky Ali', 'Saud Munir', 'Abdullah Mahmood']","['Venkatraman Ganesan', 'Joshua van Heerden', 'Michael Richardson', 'Faisal Mubashir', 'Sahir Naqash', 'Dylan Blignaut', 'Muslim Yar', 'Sachin Mandy', 'Ghulam Ahmadi', 'Elam Bharathi', 'Dieter Klein']"
T20I # 2157,Ireland,Austria,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/austria-vs-ireland-7th-match-1383074/full-scorecard,"['Ross Adair', 'Paul Stirling', 'Lorcan Tucker', 'Harry Tector', 'Neil Rock', 'George Dockrell', 'Curtis Campher', 'Mark Adair', 'Barry McCarthy', 'Josh Little', 'Ben White']","['Iqbal Hossain', 'Mark Simpson-Parker', 'Razmal Shigiwal', 'Armaan Randhawa', 'Shahil Momin', 'Aqib Iqbal', 'Mirza Ahsan', 'Mehar Cheema', 'Abdullah Akbarjan', 'Sahel Zadran', 'Amit\tNathwani']"
T20I # 2158,Italy,Jersey,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/italy-vs-jersey-8th-match-1383075/full-scorecard,"['Justin Mosca', 'Ben Manenti', 'Wayne Madsen', 'Anthony Mosca', 'Grant Stewart', 'Marcus Campopiano', 'Harry Manenti', 'Gian-Piero Meade', 'Gareth Berg', 'Jaspreet Singh', 'Crishan Kalugamage']","['Harrison Carlyon', 'Julius Sumerauer', 'Nick Greenwood', 'Asa Tribe', 'Jonty Jenner', 'Benjamin Ward', 'Josh Lawrenson', 'Charlie Brennan', 'Dominic Blampied', 'Charles Perchard', 'Elliot Miles']"
T20I # 2156,P.N.G.,Philippines,/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-philippines-4th-match-1383092/full-scorecard,"['Tony Ura', 'Kiplin Doriga', 'Assad Vala', 'Charles Amini', 'Lega Siaka', 'Hiri Hiri', 'Norman Vanua', 'Alei Nao', 'Kabua Morea', 'Jack Gardner', 'John Kariko']","['Kapil Kumar', 'Daniel Smith', 'Jordan Alegre', 'Josef Doctora', 'Amanpreet Sirah', 'Miggy Podosky', 'Grant Russ', 'Gurbhupinder Chohan', 'Liam Myott', 'Kepler Lukies', 'Huzaifa Mohammed']"
